,Year,Province,Average Pop,Average Pop (Male),Average Pop (Female),Average Pop (Urban),Average Pop (Rural),Population Density,Sex Ratio,Ageging Index,Fertility Rate,Crude Birth Rate,Life Expectency
598,1995,Bac Giang,1431,700.4,730.6,82,1349,,,,,,
599,1996,Bac Giang,1451.4,716.3,735.1,83.3,1368.1,,,,,,
600,1997,Bac Giang,1468.3,725.2,743.1,96.1,1372.2,,,,,,
601,1998,Bac Giang,1477.4,730.7,746.7,108.7,1368.7,,,,,,
602,1999,Bac Giang,1495.7,739.5,756.2,111.6,1384.1,,,,,,
603,2000,Bac Giang,1502.7,742.6,760.1,124.3,1378.4,,,,,,
604,2001,Bac Giang,1509.1,745.7,763.4,127,1382.1,,,,,,
605,2002,Bac Giang,1515.8,749.1,766.7,129.7,1386.1,,,,,,
606,2003,Bac Giang,1522.6,752.8,769.8,132.5,1390.1,,,,,,
607,2004,Bac Giang,1530.3,756.6,773.7,135.4,1394.9,,,,,,
608,2005,Bac Giang,1537.3,760.0,777.3,138.4,1398.9,,97.8,,2.21,19.1,
609,2006,Bac Giang,1543.0,762.9,780.1,141.2,1401.8,,,,,,
610,2007,Bac Giang,1548.8,765.8,783.0,144.2,1404.6,,97.8,,2.07,17.1,
611,2008,Bac Giang,1554.6,771.9,782.7,147.2,1407.4,,98.6,,2.22,17.9,
612,2009,Bac Giang,1556.9,771.8,785.1,146,1410.9,,98.3,,1.94,16.2,
613,2010,Bac Giang,1569.14,778.88,790.26,150.13,1419.02,,98.56,,1.86,14.9,
614,2011,Bac Giang,1586.02,788.23,797.8,154.81,1431.22,411.5,98.8,,1.94,15.8,
615,2012,Bac Giang,1607.77,800.02,807.75,160.1,1447.67,413.86,99.04,,2.09,16.8,
616,2013,Bac Giang,1630.65,812.41,818.24,165.66,1464.99,417.69,99.29,,1.77,13.8,
617,2014,Bac Giang,1646.86,821.5,825.36,186.08,1460.78,422.0,99.53,,2.57,21,
618,2015,Bac Giang,1667,832.5,834.4,189.1,1477.9,426.0,99.8,,2.77,21.2,
619,2016,Bac Giang,1696.9,848.5,848.3,193.1,1503.8,426.0,100.0,43.7,2.64,20,
620,2017,Bac Giang,1736.8,869.6,867.2,198.2,1538.6,430.0,100.3,46.8,2.73,19.8,
621,2018,Bac Giang,1777.5,891.1,886.5,202.9,1574.6,434.0,100.5,49.4,2.38,17.8,
622,2019,Bac Giang,1810.4,908.7,901.7,207.4,1603.1,465.0,100.77,45.4,2.31,17.2,
623,2020,Bac Giang,1841.62,925.46,916.17,333.98,1507.65,473.0,101.01,45.7,2.3,17.7,
624,1995,Phu Tho,1211.7,592.9,618.8,117.2,1094.5,,,,,,
625,1996,Phu Tho,1224.8,600,624.8,119.6,1105.2,,,,,,
626,1997,Phu Tho,1237.9,607.1,630.8,173.5,1064.4,,,,,,
627,1998,Phu Tho,1250.8,614.4,636.4,175.8,1075,,,,,,
628,1999,Phu Tho,1263.8,620.8,643,179.9,1083.9,,,,,,
629,2000,Phu Tho,1270.1,623.5,646.6,180.6,1089.5,,,,,,
630,2001,Phu Tho,1276,626.4,649.6,183.7,1092.3,,,,,,
631,2002,Phu Tho,1281.4,629.1,652.3,186.8,1094.6,,,,,,
632,2003,Phu Tho,1286.3,631.8,654.5,189.9,1096.4,,,,,,
633,2004,Phu Tho,1291.7,635.0,656.7,193.2,1098.5,,,,,,
634,2005,Phu Tho,1297.3,638.2,659.1,196.4,1100.9,,96.8,,2.03,16.6,
635,2006,Phu Tho,1301.5,639.8,661.7,199.6,1101.9,,,,,,
636,2007,Phu Tho,1305.6,641.8,663.8,202.7,1102.9,,96.7,,1.99,15.5,
637,2008,Phu Tho,1311.5,646.2,665.3,206.2,1105.3,,97.1,,2.11,16.3,
638,2009,Phu Tho,1316.6,647.3,669.3,208.5,1108.1,,96.7,,2.1,17.3,
639,2010,Phu Tho,1322.65,653.36,669.29,239.4,1083.26,,97.62,,2.08,17.5,
640,2011,Phu Tho,1329.34,655.58,673.76,240.86,1088.49,376.21,97.3,,2.22,17.4,
641,2012,Phu Tho,1340.81,661.12,679.7,242.83,1097.98,379.46,97.27,,2.18,16.8,
642,2013,Phu Tho,1355.24,669.05,686.2,248.04,1107.2,382.42,97.5,,2.22,17.4,
643,2014,Phu Tho,1373.67,678.85,694.83,252.57,1121.11,385.0,97.7,,2.51,19.1,
644,2015,Phu Tho,1392.3,688.8,703.5,255.7,1136.6,388.0,97.9,,2.61,19.1,
645,2016,Phu Tho,1409,697.7,711.3,258.5,1150.5,391.0,98.1,55.8,2.56,17.9,
646,2017,Phu Tho,1430.5,709.9,720.6,262,1168.4,394.0,98.5,56.2,2.51,16.8,
647,2018,Phu Tho,1449.6,719.8,729.8,265.4,1184.2,397.0,98.6,59.5,2.66,17,
648,2019,Phu Tho,1466.4,729.3,737.1,269.4,1197,415.0,98.95,53.0,2.57,17.2,
649,2020,Phu Tho,1481.88,735.6,746.29,281.83,1200.06,419.0,98.57,52.7,2.53,16.88,
650,1995,Dien Bien,..,..,..,..,..,,,,,,
651,1996,Dien Bien,..,..,..,..,..,,,,,,
652,1997,Dien Bien,..,..,..,..,..,,,,,,
653,1998,Dien Bien,..,..,..,..,..,,,,,,
654,1999,Dien Bien,..,..,..,..,..,,,,,,
655,2000,Dien Bien,..,..,..,..,..,,,,,,
656,2001,Dien Bien,..,..,..,..,..,,,,,,
657,2002,Dien Bien,..,..,..,..,..,,,,,,
658,2003,Dien Bien,..,..,..,..,..,,,,,,
659,2004,Dien Bien,423.3,212.5,210.8,68.3,355.0,,,,,,
660,2005,Dien Bien,438.5,219.9,218.6,70.6,367.9,,100.6,,3.17,25.9,
661,2006,Dien Bien,452.7,227.1,225.6,72.5,380.2,,,,,,
662,2007,Dien Bien,466.0,233.8,232.2,74.2,391.8,,100.7,,2.72,23.9,
663,2008,Dien Bien,479.3,240.5,238.8,74.5,404.8,,100.7,,2.72,23.8,
664,2009,Dien Bien,490.8,245.5,245.3,73.5,417.3,,100.1,,2.55,23.4,
665,2010,Dien Bien,501.75,251.34,250.41,74.7,427.05,,100.37,,2.57,24.2,
666,2011,Dien Bien,512.8,257.21,255.59,75.88,436.92,53.41,100.63,,2.67,24.7,
667,2012,Dien Bien,523.88,263.1,260.78,77.09,446.79,54.35,100.89,,2.76,25,
668,2013,Dien Bien,534.97,269.01,265.96,78.35,456.61,55.27,101.14,,2.48,22.2,
669,2014,Dien Bien,546.06,274.92,271.14,79.64,466.42,56.0,101.39,,3.11,27.2,
670,2015,Dien Bien,557.1,280.9,276.3,81,476.2,57.0,101.7,,2.81,23.4,
671,2016,Dien Bien,568.3,286.9,281.4,82.3,486,58.0,102.0,19.4,2.43,20.3,
672,2017,Dien Bien,579.4,292.9,286.5,83.7,495.7,59.0,102.2,17.0,2.84,23.5,
673,2018,Dien Bien,590.5,298.9,291.6,85.1,505.4,60.0,102.5,19.3,2.78,21.6,
674,2019,Dien Bien,601.7,305,296.6,86.6,515.1,63.0,102.82,19.3,2.72,21,
